,Time_submitted,Review,Rating,Total_thumbsup,Reply
36875,2022-04-13 11:31:57,"Not to be rude or anything but it's annoying like It told me that I'll get 30minutes of uninterrupted listening but 30minutes isn't over yet and now I'm being interrupted I mean I just want to listen to music and yet the ads are interrupting me please fix that. And when I shuffle play my liked songs the ""unliked"" songs start to play and it's getting really annoying 😖 Also I don't mean to be rude or offend you but please fix my issues I just want to hear music and listen peacefully that's all ^^",1,0,
60314,2022-01-16 20:45:38,"Brilliant service when it works. But the most basic things are still not working. Why do downloaded podcasts not play when in offline mode? The only suggested solutions are reinstall the app and redownload everything. This isn't an option when you're traveling and without data or WiFi, which is the specific reason why I downloaded all of the podcast episodes in the first place. Not good enough for a premium service.",1,206,
39847,2022-04-06 05:45:44,Fix the gdamn podcasts I'm not sure what is going on with ads but stopping the playlist sucks balls,1,0,
10379,2022-06-16 11:59:36,"Spotify Premium user for several years now, app quality seems to consistently get worse over time. Queued songs duplicating, said duplicates deleting queued songs, random songs being added to the queue, shuffle isn't great, etc.",2,0,
43171,2022-03-22 11:16:24,"App forever stopping playback when my phone goes to lock screen or screen off. Tells me to check permissions, all permissions turned on. Have uninstaller multiple times and restarted. No changes",2,1,
4549,2022-06-29 15:53:51,"bring back the ability to play and shuffle at the same time or i'm canceling my premium. this is ridiculous, who asked for that to go away?",1,1,
60479,2022-01-15 08:32:06,Without subscription you can't listen even any three songs without adds. After every two three songs they show there adds of 1 minute not even 30 second they will take your complete 1 minutes after every two-three songs.,1,0,
16121,2022-06-01 02:50:59,Latest update sucks like vacuum the positive experience until date. Fix the bs.,2,0,
7595,2022-06-22 17:20:14,Worst app ever...i purchased premium duo twice to listen song with my friends.. In mobile app it show your package is active and in web it say no package purchase.. are you guys high or what? If you want free money just beg. Don't make stupid app's or just for once fix the issues.,1,0,
28102,2022-04-28 03:19:11,"The app stop by itself, annoying update, need fix",1,0,
3757,2022-07-01 08:19:06,I hate this app because it won't let me change the song it forces me to finish the song that is playing,1,1,
47289,2022-03-08 15:16:18,"Can't load payment page for premium mini, you mean we were not allowed to pay or what? I'll give 1 star until some improvements made.",1,0,
12337,2022-06-11 19:41:49,Too many adds with not enough selection of music. Even when you pay for the service every other day another song I like dissappears.,1,0,
61547,2022-01-02 00:32:34,"I hate this ap I hate what you did to Google Music, that app was perfect. Making me search for the music/podcasts I have downloaded because I know I'm about to be without service is ridiculous. Anything less than good wifi or full mobile reception, and songs will cut in and out. And the ads. I paid for premium ffs. I hate you with every fibre",1,4,
55695,2022-02-03 05:35:37,"Getting revenged by more ads for non paying and ""upgrade"" to premium.",1,0,
57659,2022-01-28 07:35:01,Ads are really annoying. They are destroying the mood Plz change your name to addify It suits better,1,0,
25998,2022-05-03 23:16:37,"There needs to be more options for parental controls and video disable. Spotify family needs to have a LOT more options than kids, or everything. Figure it out.",2,0,
1460,2022-07-06 12:19:59,I Really Love Spotify But app it's not working please fix it,1,0,
55014,2022-02-05 11:43:34,"Let me start off by saying the music quality is fine, the reason for such a low star is the ads. A few days ago I was at the gym I kid you not in ten minutes I heard 5 add. I'm definitely not paying 10 dollars a month either.",1,3,
32456,2022-04-19 19:59:42,My music keeps pausing and resuming even when I ha e good cell signal. It makes the app useless,1,0,
55796,2022-02-02 20:34:30,I cannot view the lyrics even though my app is updated.,2,0,
15527,2022-06-02 21:57:06,Can't believe I'm writing this but Spotify has horrible sound quality compared to Anghami. I tried playing the same song here and there and the distortion is clear. Arabic content is very weak. Would rather use Anghami free version and bear the ads than have the free 3 months premium offer from Spotify. Uninstalling right now.,1,0,
474,2022-07-08 14:06:40,"Thanks for dumping all my downloads without even telling me! Appreciate that! I also love how when I don't have cellular reception, you won't let me play the podcasts that I already downloaded. I also love how as time goes on the more glitchy and unreliable the app becomes. Thanks for letting me down, Spotify!",1,0,
27668,2022-04-29 04:55:00,"I moved from apple music to Spotify, my experience with is really unhappy. The music files have to keep downloading if you don't listen to it often, then if you don't have data or wifi it takes forever to load, it also uses to much data.",1,0,
46808,2022-03-08 18:42:28,They released an update and it kicked me out of my profile and wont let me log back in. Now the app is completely unusable for me,1,1,
5877,2022-06-26 16:21:43,Music cuts out. None of the solutions work,1,0,
34266,2022-04-16 11:42:17,It rarely shows what song I'm playing. Stops randomly and still plays at times adds even though Im been paying for premium.,1,1,
3048,2022-07-02 22:10:27,Why do I need premium to listen to my favorite music,1,0,
5469,2022-06-27 16:24:32,"music quality is good, but on mobile there are just too many ads to the point where it forces you to buy premium. i remember before there was only like 1 ad every 2-3 songs, but ive had instances where ive gotten 15 ads in a row after one song and then another 15 right after its not even funny. this also happens before playing any song on mobile.",2,3,
51561,2022-02-18 00:58:12,"It used to work fine, I could play music, get a few ads, and it would allow me to play any one song on repeat. It's not doing that suddenly and it is extremely frustrating. I thought this would be a great replacement for YouTube but I guess not.",1,0,
25145,2022-05-06 06:48:43,None of my playlists are opening on my mobile app. Not a single song can be played.,1,0,
37220,2022-04-13 00:55:32,"A buggy, frustrating mess - thanks for destroying a previously functional app.",1,0,
12808,2022-06-10 16:28:23,This app was ok at first but my debit card was recently charged without my consent as I cancelled my account last year. This is absolute fraud!!! Do not get spotify!! They take money out of your account illegally!!! They even admitted that my account was cancelled and refused to return my money back!!! Unacceptable!!,1,0,
53255,2022-02-11 08:31:06,Unable to scroll through my 3k liked songs. Been listening on shuffle since last major update.,1,0,
23902,2022-05-09 18:19:09,"Total absence of choice for free users. When trying to select a song, the app will instead offer a playlist of various and occasionally unrelated songs with a CHANCE the song you wanted gets played. Shuffled playlists are nice when they don't interfere with your ability to listen to specific songs. Pair that with the constant barrage of invasive ads, most of which for the app you're already using. Thanks for interrupting my music to remind me i'm using this wreck of a mobile app after each song.",1,12,
30805,2022-04-22 01:57:16,"Your app is jacked. Keeps turning off my podcast to play some stupid music. Just closes for no reason, loses spot. But hey the ads for me to pay for it come through no problem ha who actually pays for this? Update, mid podcast, plays ad, after ad starts another podcast literally 1.5 years old. Says played on the one I was halfway through..",1,1,
42683,2022-03-23 19:23:00,Lately Spotify been worse. The beta version of group sessions was better than the current version.,2,0,
22420,2022-05-14 02:29:35,App is not connected with internet while mobile net is ON,1,0,
9755,2022-06-17 21:12:04,"Wish it would work right.. doesn't show controls (or anything) in notification bar like other apps. constant updates, never see any changes but you better update cause it'll steadily glitch if you don't. Itll lose my place or just suddenly end a podcast early.. Kinda sucks all around. This will probably get deleted like my last review",1,3,
50090,2022-02-23 22:43:49,Didn't turn shuffle on but after last update every playlist just shuffles every song,1,0,
10277,2022-06-16 16:42:43,I love this app but recently i got logged out by mistake and it's not logging me in again i even tried reinstalling and all stuff but nothing worked.,2,0,
22130,2022-05-14 21:43:42,"Latest update has broken Spotify on Samsung entirely. The app simply loads forever, then crashes. Absolutely ridiculous that this update got through testing. Canceling my subscription.",1,0,
21497,2022-05-16 16:27:20,We should be able to filter out or set preference for certain languages. Just because I listen to music in one foreign language does not mean i will understand or enjoy music in languages of neighboring countries. Also we should have control over our main dashboard. I listen to that podcast once and I'm not interested in similar ones. The algorithm assumes incorrectly 99% of the time.,1,28,
10475,2022-06-16 06:07:02,"Sick of it crashing or not finishing a podcast and skipping to the next, uninstalling.",1,0,
60224,2022-01-17 16:53:08,"The app is full of bugs. Autoplay is not working after a song is selected from search. Tried suggested solutions, they don't work. Please fix this. What happens, if you are driving a car? You need to select a new song every time? Other bug, app doesn't quit when you are on home page and press back.",1,23,
10355,2022-06-16 13:07:56,"i hate the new update, there's a song that it's not even my type added to my playlist and it's so frustrating because it's only has 6 skips per hour.",1,0,
38143,2022-04-11 23:46:13,Randomly pauses completely ruins the purpose of the app,1,0,
13254,2022-06-09 11:52:00,Why is it taking so long to play a song one after another????,1,0,
26483,2022-05-02 15:55:39,Spotify is getting 1 star until I'm finally able to hide podcasts entirely from the app.,1,0,
14528,2022-06-05 18:11:37,It's not working properly it gets close and didn't work properly ads are too many,1,0,
52635,2022-02-13 19:06:20,"If I could give it 0 stars, I would. It used to be good but now it glitches and crashes all the time. If I didn't have months of premium left on my account , I would of went to a different streaming service by now. Maybe instead of worrying about Joe Rogan, Spotify's employees should focus on fixing the bugs and crashes this app has on Android all the time.",1,29,
36607,2022-04-13 16:54:40,Where is your customer service? App crashes unexpectedly all the time. Sound goes awry and starts cracking. It crashes my phone and the music is gone. I have to reset the app all the time.,1,0,
16142,2022-06-01 01:06:34,"Spotify itself is great. I can pick my own songs, rewind/skip, and do all the basic things of a music streaming service. The app ruins it all. First of all, if you choose a song you want, it ""shuffles"" it. What that means is it plays different songs than the one you specifically chose. You have to use up all your skips to get the actual song (which it doesn't let you add to playlists). Second, no FF/RWing. Overall, it's a terrible experience and I am moving to Tidal.",1,821,
23895,2022-05-09 18:40:28,Make your application more slowerr! You are more slower than windows 98! Why dont you do black and white on the app to make it more 1098,1,0,
38835,2022-04-10 17:00:56,pause/next track buttons missing since update on Android. Have to use Force Stop. Same on my wife's and sister's phones.,1,1,
9383,2022-06-18 16:28:02,Ads!Ads!Ads annoying me,1,0,
55915,2022-02-02 13:54:06,"App keeps crashing, have tried all suggestions and fixes. Now it won't even load.",2,0,
16589,2022-05-30 19:13:47,Two songs followed by 7 ads sucks,2,0,
12248,2022-06-12 01:10:16,"App is so broken, gets worse every update.",1,0,
31989,2022-04-20 13:15:45,"Frustrating past few weeks... App will force close, now playing bar disappears... Saw this was a known problem, last update fixed this, but now it's back again. Makes it really tempting to switch to a different service...",1,0,
12704,2022-06-10 21:45:23,Money hungry ppl plays 12 ads then play mine music just to give me 3 song then play other 6 ads... trash 🗑️,1,0,
52826,2022-02-12 22:34:46,With Samsung you are almost gaurenteed to subscribe with Spotify... why? Cause it's monthly money to them just to listen to your music. Music use to be free :(,1,0,
54471,2022-02-07 02:28:25,They are shutting down free speech. There are programs they don't have anymore. Silencing people is not right. Everyone has a opinion. Opinions deserve to be heard. This app is a joke. I will be going somewhere else,1,2,
648,2022-07-08 04:28:45,"Recent update broken With this last update I have been unable to access any music. It won't play anything. It doesn't allow me to even play downloaded, or even show my music or podcasts. Fabulous, back to not sleeping well. Upset because it's been fine for years. And now that I rely on the stories and mediations to sleep, now it decides to not work at all.",1,19,
32848,2022-04-19 04:24:45,"Fix your app, i have been using spotify since 2014 and now since 2021 i have issues with spotify mobile, the downloads automatically delete themself when you turn off or restart your phone, the recommendations of a playlist are broken since you reach 500 songs in one playlist and now my session get randomly closed when i close the app.",1,0,
60077,2022-01-18 20:31:40,Garbage. Too bad it's the only option. When selecting offline playback takes forever to open for some reason. Periodically the audio starts and stops for no reason. Works perfectly if the screen is on. Problem persists through several updates.,1,0,
30496,2022-04-22 17:36:57,"Just because of this notification "" until your crush response, have some majaa with latest romantic Tamil songs"" I uninstalled this application.",1,0,
20746,2022-05-18 19:21:55,Too many ads on the base version,1,1,
48800,2022-03-01 12:49:43,"Now plays ads even after you close the app! Update: now more ads, about 90%ads and 10%music, don't be fooled by the 4.5star that was many years ago(see all recent reviews are 1 star), edit still interrupting my music to ask me to rate this app if only i could rate it 0",1,2,"Hey there! Ads are part of our free service, but we definitely appreciate your feedback. If you’ve never had Premium before, you should be eligible for our trial. You can also keep tabs on spotify.com/premium for promos and other discounted plans."
50333,2022-02-22 23:09:40,Way too many back to back ads. Haven't even listened to a full song and had to listen to 3 ads.,1,0,
52645,2022-02-13 18:13:33,I don't like apps that don't take responsibility for content and try distractions instead substantive steps to clean up their act.,2,0,
12145,2022-06-12 08:20:17,"False advertising- ""30 minutes ad-free"" There are ads every two or three songs, so the claim at the beginning that I can listen for 30 minutes without advertising is false. I timed how long between ads-- exactly 7minutes, not your flasely claimed ""30min ad free""! This would be illegal under Australian consumer law FYI.",1,0,
18036,2022-05-27 03:49:17,I like this if it will work in offline,1,0,
33891,2022-04-17 03:18:13,"there seems to have been a decline in my control of music played. Also PAY THE PEOPLE WHO MAKE THE MUSIC. Other than that,it's pretty cool .",1,0,
35199,2022-04-15 01:47:38,"I don't know what is going on with Spotify recently. Itstops playing randonly, I should expect better if I am paying for a premium product. With the new update it also doesn't show the track playing, so I can't pause or skip tracks? Weird!",1,0,
61463,2022-01-03 15:51:37,Not sure what happened but it now periodically freezes/stops the audio while I am listening to podcasts. Overall its a great platform but this glitch is really annoying.,1,1,
25393,2022-05-05 16:55:06,1 Star Because Too Many Adds which is 30 seconds and Sometimes 2Ads that means 1 minute ads. Please Solve this. But Still i Love Listening Music Everyday in Spotify.,1,1,
53704,2022-02-09 17:24:17,So many problems. First is when I try to search for a song and try to play it. It starts to play a different song and artist. Second one is when I go to my play list I cannot choose what song I wanted to play I cannot rewind or go back and then it only plays for 30 secs. Third is I cannot close the song properly theres no options.,1,13,
48722,2022-03-01 19:00:20,I pay for premium so I don't have to deal with auto shuffle but every time I try to play a playlist now it shuffles!! Even if I turn off shuffle and then click another song it'll start shuffling the songs again! I want them played in the order listed!! Im going back to YouTube Music if this keeps happening.,1,3,
987,2022-07-07 12:49:05,"I can't even load the app anymore. I have a gig of free storage, so that's not it. I have had this problem for the past 3 weeks on or off wi-fi.",1,2,
17883,2022-05-27 14:39:23,Don't let you play the songs you press,2,0,
36067,2022-04-14 05:48:01,"Spotify was doing so great until the latest update. I have been having regular issues with playing music from where I left off because there is no option to play! I have to close the app and open it again, often more than once, just to be able to press play or skip songs. This needs to be fixed ASAP",1,7,
34548,2022-04-15 23:08:50,"Using for years now non stop pausing, I can't even listen to music anymore without it pausing every 15 seconds, I have tried everything and nothing fixes it, has been going on for months now and hope it gets fixed 15$ a month for music that keeps pausing :/",1,2,
31532,2022-04-21 00:10:29,"Ok so why I rate this app one, is because when I tried to play my fav song, and then the song started to play other song and I tried to play another song ITS STILL PLAYING OTHER SONG PLS FIX IT",1,0,
37925,2022-04-12 08:04:00,Please fix the app. The pannel for stop and play disappears und always stop playing music,2,0,
57090,2022-01-29 21:13:39,Don't like this app at all. Interface is dreadful. They put JRs face every page . I just want music not politics. Also no High res music either.,1,6,
35330,2022-04-14 21:44:35,Sorry this is the best you're getting there is no 0 star. The last update was horrible having limited skips and shuffling the music and adding suggested music is just annoying please change it because I'm going to YouTube music and tidal,1,0,
59570,2022-01-21 13:59:03,"The new update make the app worst, i like listening music in Spotify but when new update come its hard to use now, i hope they fix it 🙂😊",1,0,
46378,2022-03-08 19:06:02,"Guys I was unable to login to my account as well, but after a 1000 tries i logged in finally but all my liked songs were gone and while in the search menu I'm not able to search any artists. Please look into this matter. I love the app a lot who doesn't but these little things are very very annoying",1,4,
1913,2022-07-05 13:27:06,I update new update of spotify then I open the app then my library is deleting my library song fix this issue,1,0,
6891,2022-06-24 08:15:38,"Love the service, using the app when i actually want to works flawlessly. but the app has 1 big issue for me. It tries to open spotify and play my local audio files when i open them outside the app. and is making it impossible to play them with the app installed. I have it set to not have permission for local files but it reads them anyways.",1,3,
47984,2022-03-05 03:10:55,High and very high music quality have no difference...then what is the point of subscribing spotify premium...also the loudness is low than that of its competition..,1,1,
42091,2022-03-26 05:43:34,They fixed the scroll button but the letters that pop up next to it when scrolling? Gone. They were so close the fixing it. Music sticks and I'll have to close the app and reopen it just for my library to become clickable again. Seriously going downhill.,1,0,
46404,2022-03-08 19:03:43,"Keeps putting me back to the login page and when I put in my credentials, its says something went wrong. Have been reinstalling it for almost thirty minutes without any change.",1,0,
58433,2022-01-25 21:47:41,DONT EVER DECIDE WHEN I CAN SEE SOMETHING OR NOT! If I'm in my vehicle I'm responsible for my own. Don't take video capabilities while my phone is connected to a vehicle! I could be a passenger sharing the audio with the driver or I could be parked and waiting. For that reason this 1 star is deserved.,1,3,
28670,2022-04-26 21:48:31,Can't login. App says account is currently set to offline. Login link sent to email is always expired. No trouble logging in with Spotify Lite.,1,0,
15855,2022-06-01 20:46:55,"I've been using Spotify for a little while now. Yesterday I made a new playlist which consisted music such as mitski, etc. I go down to see more songs recommended for me today, and it is music that are in a different language from another country. I closed the app but its still there. Created a new playlist and all, it's weird and a little creepy.",1,7,
22652,2022-05-13 11:29:11,"Plays songs I don't want to hear Set a playlist plating, say something like best of Radiohead, plays one song from playlist then some God awful souless pop song completely unrelated. If this was a free app wouldn't be so bad but you pay for premium so you don't have to hear the songs that clog up the radio and this is what you get. Appalling!",1,4,
4230,2022-06-30 07:34:57,UI is terrible + app doesn't even work half the time.,2,0,
15295,2022-06-03 14:47:39,"The most glitchy, laggy, freezy, unstable app that I use on a daily basis. Takes forever to load my library, search needs to be launched multiple times before it actually connects and populates results. I love music, I loved Spotify and the algorithm used to be fantastic. It's been abysmal the last 6 months or so at least though. Please improve Android experience.",1,44,
57095,2022-01-29 21:03:16,Used to be the best thing going. Now they ram deceptive ads down your throat. They pay millions for garbage IP and relentlessly spam your home page with it with no way to remove it or tell the app you do not want to see it. The quality of their audio has degrader substabtially They contribute to the global spread of information through the IP they own. Their embrace of COVID-19 misinformation directly leads to the deaths of thousands around the globe. I cancelled premium and uninstalled.,1,10,
5322,2022-06-27 21:41:51,"Annoying ads. Shuffles your playlist, and you have ""daily skips"" for free listeners like me.",2,0,
9283,2022-06-18 20:49:18,"3-4 ads after every 1 song, 2 songs if you're lucky. Songs spontaneously stop playing. Never thought I'd go back to Pandora, but I probably will. This app has become garbage.",1,0,
11482,2022-06-13 21:21:22,"I don't need to hear religious ads, skip option should be available. Keep ads neutral.",1,1,
22449,2022-05-13 23:21:18,New update crashes not user friendly,1,0,
3929,2022-06-30 22:13:56,"Don't add songs to my custom Playlist that I put my songs on, I make custom Playlists because I want to only hear the songs on said Playlist not what you recommend to me",1,0,
33147,2022-04-18 15:13:44,How many millions of dollars before they can make an app not full of faults? I've seen apps spun up in a few days for something far more niche and low budget perform better than this. A disgrace.,1,46,
42277,2022-03-25 11:49:12,"Last couple of months app has sucked balls, really intermittent audio problems like just cutting out. Failing to launch, not working on android auto. Just really sucky if they don't sort it soon I'm going to be cancelling my sub in favour of amazon music. Update apps gotten worse how is this possible!?!?!?!",1,0,
1253,2022-07-06 21:23:22,New update has problems with pausing and continuing play,1,0,
21998,2022-05-15 07:30:39,"everytime i get a notification the music volume decreases but never gets back to what it was on, just stays low till i get another notification and its really annoying",2,0,
37461,2022-04-12 19:30:53,"Sometimes it's not working,and can't search new songs and open any songs 😖 Says that ""No internet connection available """,1,1,
50347,2022-02-22 22:07:42,"I really like spotify but lately it's been glitching a lot. I'll play a song and it'll play for like 15 secs and then it just stops. I press play again and it doesn't do anything. I've tried skipping songs but the same thing happens. I've restarted my phone, etc etc but it's not helping.",2,12,
8066,2022-06-21 18:21:53,"For my liked songs, it doesn't let me scroll through the different categories/genres.",1,0,
17763,2022-05-27 21:27:35,Keeps showing no internet connection tried all setting and suggestions doesn't work. Buyed premium and this happens.,1,0,
9942,2022-06-17 12:20:16,The only thing that keeps this app going is the fact that it uses less battery than YouTube and Apple music isn't available to Android users. You can't even rewind a song without hearing 3 ads. Then they tell you that you have 30 minutes of ad free music. That lasts until you click a song. Or for about 10 minutes. What the hell happened to this app??,1,15,
34028,2022-04-16 20:12:07,It crashes constantly or stops playing many times in every song. I stopped using it!,1,0,
18483,2022-05-25 17:55:56,Utter garbage. One of my most buggy apps. Constantly crashes. And when I say constantly I mean once every hour at least. If I wasn't getting this for free from family it would not be on my phone. Get your ish together Spotify developers.,1,0,
38222,2022-04-11 20:49:01,"Keeps pausing FIX IT, WE PAY TOO MUCH TO HAVE TO KEEP OPENING THE APP TO GET IT TO PLAY AGAIN!",1,0,
34072,2022-04-16 18:27:31,Kinda disappointed on the update the spotify isn't working with my cars bluetooth won't let incoming calls go through and when listening to music it cuts off please help fix this,2,1,
10668,2022-06-15 18:19:43,Why. Why. Why. Why does Spotify keep deleting my saved songs on my SD Card?????,1,0,
6405,2022-06-25 09:55:23,"since the new update I can't play a single thing, I've cleared cache and everything, nothing works",1,0,
46486,2022-03-08 18:57:56,great until it wasn't. I used it at least a few times a week for podcasts and today I go on and it's logged me out and I can't log in. won't even let me make a new account. I've used the same account since like 2012. very stupid and annoying.,1,1,
47237,2022-03-08 18:14:26,"are the servers down or something?? Spotify hasn't worked all day and it's not my WiFi! pls fix the problem. This app is so damn buggy, you'd think they would have figured it out by now! This app sucks so bad please fix it.",1,14,
